name,gramsPerCup
"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",135
"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",135
"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",135
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added",135
"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with tomatoes, fat added",135
"Egg omelet or scrambled egg, with tomatoes, no added fat",135
"Egg omelet or scrambled egg, with tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added",135
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",135
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",135
"Egg roll, with beef and/or pork",125
"Egg roll, with chicken or turkey",125
"Egg roll, with shrimp",125
"Egg Salad, made with any type of fat free dressing",222
"Egg salad, made with creamy dressing",222
"Egg salad, made with Italian dressing",222
"Egg salad, made with light creamy dressing",222
"Egg salad, made with light Italian dressing",222
"Egg salad, made with light mayonnaise",222
"Egg salad, made with light mayonnaise-type salad dressing",222
"Egg salad, made with mayonnaise",222
"Egg salad, made with mayonnaise-type salad dressing",222
"Egg substitute, omelet, scrambled, or fried, fat added",135
"Egg substitute, omelet, scrambled, or fried, no added fat",135
"Egg substitute, omelet, scrambled, or fried, with cheese",135
"Egg substitute, omelet, scrambled, or fried, with cheese and meat",135
"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables",135
"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",135
"Egg substitute, omelet, scrambled, or fried, with meat",135
"Egg substitute, omelet, scrambled, or fried, with meat and vegetables",135
"Egg substitute, omelet, scrambled, or fried, with vegetables",135
Egg white (fresh),35
"Egg white omelet, scrambled, or fried, made with butter",135
"Egg white omelet, scrambled, or fried, made with cooking spray",135
"Egg white omelet, scrambled, or fried, made with margarine",135
"Egg white omelet, scrambled, or fried, made with oil",135
"Egg white omelet, scrambled, or fried, no added fat",135
"Egg white omelet, scrambled, or fried, NS as to fat",135
"Egg white omelet, scrambled, or fried, NS as to fat type",135
"Egg white, omelet, scrambled, or fried, with cheese",135
"Egg white, omelet, scrambled, or fried, with cheese and meat",135
"Egg white, omelet, scrambled, or fried, with cheese and vegetables",135
"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables",135
"Egg white, omelet, scrambled, or fried, with meat",135
"Egg white, omelet, scrambled, or fried, with meat and vegetables",135
"Egg white, omelet, scrambled, or fried, with vegetables",135
Egg whites (dried),88
Egg Yolk,14
Egg yolk (fresh),14
"Egg, creamed",135
"Egg, white only, raw",245
"Egg, white, cooked, fat added",135
"Egg, white, cooked, no added fat",135
"Egg, white, cooked, NS as to fat",135
"Egg, whole, baked, fat added",135
"Egg, whole, baked, no added fat",135
"Egg, whole, baked, NS as to fat",135
"Egg, whole, boiled or poached",135
"Egg, whole, cooked, NS as to cooking method",135
"Egg, whole, fried no added fat",135
"Egg, whole, fried with animal fat or meat drippings",135
"Egg, whole, fried with butter",135
"Egg, whole, fried with cooking spray",135
"Egg, whole, fried with margarine",135
"Egg, whole, fried with oil",135
"Egg, whole, fried, from fast food / restaurant",135
"Egg, whole, fried, NS as to fat",135
"Egg, whole, fried, NS as to fat type",135
"Egg, whole, raw",245
"Egg, yolk only, cooked, fat added",135
"Egg, yolk only, cooked, no added fat",135
"Egg, yolk only, cooked, NS as to fat",135
"Egg, yolk only, raw",245
Eggnog,256
Eggplant and meat casserole,203
"Eggplant parmesan casserole, regular",198
Eggplant with cheese and tomato sauce,198
"Eggplant, cooked, fat added",100
"Eggplant, cooked, no added fat",95
"Eggplant, pickled",95
"Eggplant, raw",80
"Enchilada, beef",170
"Enchilada, chicken",170
"Enchilada, NFS",170
"Enchilada, no meat",170
"Enchilada, pork",170
Energy Drink,248
Energy drink (Full Throttle),248
Energy drink (Mountain Dew AMP),248
Energy drink (No Fear Motherload),248
Energy drink (No Fear),248
Energy drink (NOS),248
Energy drink (Ocean Spray Cran-Energy Juice Drink),248
Energy drink (Red Bull),248
Energy drink (Rockstar),248
Energy drink (SoBe Energize Energy Juice Drink),248
Energy drink (Vault),248
Energy drink (XS Gold Plus),248
Energy drink (XS),248
"Energy drink, sugar free",240
"Energy drink, sugar free (Mountain Dew AMP)",240
"Energy drink, sugar free (No Fear)",240
"Energy drink, sugar free (Rockstar)",240
"Energy drink, sugar free (Vault)",240
"Energy drink, sugar-free (NOS)",240
"Energy drink, sugar-free (Red Bull)",240
"Escarole, cooked",135
Espresso Powder,112
Evaporated Milk,226
Everything Bagel Topping,140
Extract,224
"Fajita, beef or pork",120
"Fajita, chicken",120
"Fajita, NFS",120
"Fajita, shrimp",120
"Fajita, vegetable",120
"Fat back, cooked",128
"Fava beans, cooked",185
Feta,114
"Fig, canned",250
"Fig, dried",160
"Figs (dried, chopped)",149
"Firni, Indian pudding",260
First Clear Flour,106
Fish and noodles with mushroom sauce,224
Fish and rice with cream sauce,248
Fish and rice with mushroom sauce,248
Fish and rice with tomato-based sauce,248
"Fish and vegetable soup, no potatoes, Mexican style",250
"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217
"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",224
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",224
Fish chowder,244
Fish curry,240
Fish curry with rice,200
Fish Sauce,269
"Fish shish kabob with vegetables, excluding potatoes",154
Fish timbale or mousse,175
"Fish with cream or white sauce, not tuna or lobster",249
Fish with tomato-based sauce,222
"Fish, bass, baked or broiled",135
"Fish, bass, baked or broiled, coated",135
"Fish, bass, fried",135
"Fish, bass, grilled",135
"Fish, bass, NFS",135
"Fish, bass, steamed",135
"Fish, canned",135
"Fish, carp",135
"Fish, catfish, baked or broiled",135
"Fish, catfish, baked or broiled, coated",135
"Fish, catfish, fried",135
"Fish, catfish, grilled",135
"Fish, catfish, NFS",135
"Fish, catfish, steamed",135
"Fish, cod, baked or broiled",135
"Fish, cod, baked or broiled, coated",135
"Fish, cod, fried",135
"Fish, cod, grilled",135
"Fish, cod, NFS",135
"Fish, cod, steamed",135
"Fish, croaker",135
"Fish, eel",135
"Fish, flounder, baked or broiled",135
"Fish, flounder, baked or broiled, coated",135
"Fish, flounder, fried",135
"Fish, flounder, grilled",135
"Fish, flounder, NFS",135
"Fish, flounder, steamed",135
"Fish, haddock, baked or broiled",135
"Fish, haddock, baked or broiled, coated",135
"Fish, haddock, fried",135
"Fish, haddock, grilled",135
"Fish, haddock, NFS",135
"Fish, haddock, steamed",135
"Fish, halibut",135
"Fish, herring",135
"Fish, mackerel, baked or broiled",135
"Fish, mackerel, baked or broiled, coated",135
"Fish, mackerel, canned",135
"Fish, mackerel, fried",135
"Fish, mackerel, grilled",135
"Fish, mackerel, NFS",135
"Fish, mullet",135
"Fish, NFS",135
"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",244
"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",244
"Fish, NS as to type, baked or broiled",135
"Fish, NS as to type, baked or broiled, coated",135
"Fish, NS as to type, fried",135
"Fish, NS as to type, steamed",135
"Fish, perch, baked or broiled",135
"Fish, perch, baked or broiled, coated",135
"Fish, perch, fried",135
"Fish, perch, grilled",135
"Fish, perch, NFS",135
"Fish, perch, steamed",135
"Fish, pickled",135
"Fish, pike",135
"Fish, pompano, baked or broiled",135
"Fish, pompano, baked or broiled, coated",135
"Fish, pompano, fried",135
"Fish, pompano, grilled",135
"Fish, pompano, NFS",135
"Fish, pompano, steamed",135
"Fish, raw",135
"Fish, salmon, baked or broiled",135
"Fish, salmon, baked or broiled, coated",135
"Fish, salmon, canned",135
"Fish, salmon, fried",135
"Fish, salmon, grilled",135
"Fish, salmon, NFS",135
"Fish, salmon, raw",135
"Fish, salmon, smoked",135
"Fish, salmon, steamed",135
"Fish, shark",135
"Fish, smoked",135
"Fish, snapper",135
"Fish, swordfish",135
"Fish, tilapia, baked or broiled",135
"Fish, tilapia, baked or broiled, coated",135
"Fish, tilapia, fried",135
"Fish, tilapia, grilled",135
"Fish, tilapia, NFS",135
"Fish, tilapia, steamed",135
"Fish, tofu, and vegetables, tempura",63
"Fish, trout, baked or broiled",135
"Fish, trout, baked or broiled, coated",135
"Fish, trout, fried",135
"Fish, trout, grilled",135
"Fish, trout, NFS",135
"Fish, trout, steamed",135
"Fish, tuna, canned",135
"Fish, tuna, cooked",135
"Fish, tuna, NFS",135
"Fish, tuna, raw",135
"Fish, white, mixed species, baked or broiled",135
"Fish, white, mixed species, baked or broiled, coated",135
"Fish, white, mixed species, fried",135
"Fish, white, mixed species, grilled",135
"Fish, white, mixed species, NFS",135
"Fish, white, mixed species, steamed",135
"Fish, whiting, baked or broiled",135
"Fish, whiting, baked or broiled, coated",135
"Fish, whiting, fried",135
"Fish, whiting, grilled",135
"Fish, whiting, NFS",135
"Fish, whiting, steamed",135
Flaked Almonds,101.5
Flan,260
Flavored pasta,185
Flavored rice and pasta mixture,184
"Flavored rice and pasta mixture, reduced sodium",196
Flavored rice mixture,218
Flavored rice mixture with cheese,230
"Flavored rice, brown and wild",217
Flax meal,100
Flax seeds,168
Flaxseed,140
Flaxseed oil,224
Flour (self-raising),113
Flour (self-rising),113
"Flowers or blossoms of sesbania, squash, or lily, cooked",109
"Fluid replacement, 5% glucose in water",240
Formaggio Italiano Cheese and Herb Blend,120
Frankfurters or hot dogs and sauerkraut,147
Frankfurters or hot dogs with tomato-based sauce,244
French or Catalina dressing,250
"French or Catalina dressing, fat free",256
"French or Catalina dressing, light",260
French-Style Flour,120
Fresh chives,42
Fresh Corn,152
Fresh Eggs,50
Fresh Maize,152
Fresh Milk,236
Fried broccoli,85
Fried cauliflower,85
Fried eggplant,220
Fried green beans,145
Fried green tomatoes,180
Fried mushrooms,135
Fried okra,90
Fried onion rings,50
"Fried rice, Puerto Rican style",173
"Fried summer squash, yellow or green",220
Frito pie,150
"Fritter, corn",105
Frozen coffee drink,248
"Frozen coffee drink, decaffeinated",248
"Frozen coffee drink, decaffeinated, nonfat",248
"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",248
"Frozen coffee drink, decaffeinated, with non-dairy milk",248
"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",248
"Frozen coffee drink, decaffeinated, with whipped cream",248
"Frozen coffee drink, nonfat",248
"Frozen coffee drink, nonfat, with whipped cream",248
"Frozen coffee drink, with non-dairy milk",248
"Frozen coffee drink, with non-dairy milk and whipped cream",248
"Frozen coffee drink, with whipped cream",248
Frozen Corn,152
"Frozen dessert, non-dairy",165
Frozen mocha coffee drink,248
"Frozen mocha coffee drink, decaffeinated",248
"Frozen mocha coffee drink, decaffeinated, nonfat",248
"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",248
"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",248
"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",248
"Frozen mocha coffee drink, decaffeinated, with whipped cream",248
"Frozen mocha coffee drink, nonfat",248
"Frozen mocha coffee drink, nonfat, with whipped cream",248
"Frozen mocha coffee drink, with non-dairy milk",248
"Frozen mocha coffee drink, with non-dairy milk and whipped cream",248
"Frozen mocha coffee drink, with whipped cream",248
"Frozen yogurt, chocolate",175
"Frozen yogurt, NFS",175
"Frozen yogurt, soft serve, chocolate",175
"Frozen yogurt, soft serve, vanilla",175
"Frozen yogurt, vanilla",175
"Fruit and vegetable smoothie, added protein",216
"Fruit and vegetable smoothie, bottled",248
"Fruit and vegetable smoothie, no dairy",216
"Fruit and vegetable smoothie, non-dairy",216
"Fruit and vegetable smoothie, non-dairy, added protein",216
"Fruit and vegetable smoothie, with dairy",216
"Fruit cocktail, canned, in syrup",250
"Fruit cocktail, canned, juice pack",245
"Fruit cocktail, canned, NFS",250
"Fruit flavored drink, with high vitamin C, powdered, not reconstituted",224
"Fruit juice drink, with high vitamin C, plus added calcium",240
"Fruit mixture, dried",160
"Fruit mixture, frozen",150
"Fruit salad, excluding citrus fruits, with marshmallows",171
"Fruit salad, excluding citrus fruits, with nondairy whipped topping",175
"Fruit salad, excluding citrus fruits, with pudding",182
"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",188
"Fruit salad, excluding citrus fruits, with whipped cream",182
"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing",150
"Fruit salad, fresh or raw, including citrus fruits, no dressing",150
"Fruit salad, including citrus fruit, with whipped cream",182
"Fruit salad, including citrus fruits, with marshmallows",171
"Fruit salad, including citrus fruits, with nondairy whipped topping",175
"Fruit salad, including citrus fruits, with pudding",182
"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",188
"Fruit smoothie juice drink, no dairy",216
"Fruit smoothie juice drink, with dairy",216
