name,gramsPerCup
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",249
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",252
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",252
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",162
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",217
"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",249
"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",244
"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",244
"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",162
"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",162
Chicken salad spread,208
"Chicken tenders or strips, breaded, from fast food",140
"Chicken tenders or strips, breaded, from frozen",140
"Chicken tenders or strips, breaded, from other sources",140
"Chicken tenders or strips, breaded, from restaurant",140
"Chicken tenders or strips, breaded, from school lunch",140
"Chicken tenders or strips, NFS",140
"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",135
"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",135
"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",135
"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",135
"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",135
"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",135
"Chicken thigh, baked, coated, skin / coating eaten",135
"Chicken thigh, baked, coated, skin / coating not eaten",135
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",135
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",135
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",135
"Chicken thigh, fried, coated, skin / coating eaten, from raw",135
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",135
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",135
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",135
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",135
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",135
"Chicken thigh, grilled with sauce, skin eaten",165
"Chicken thigh, grilled with sauce, skin not eaten",165
"Chicken thigh, grilled without sauce, skin eaten",135
"Chicken thigh, grilled without sauce, skin not eaten",135
"Chicken thigh, NS as to cooking method, skin eaten",135
"Chicken thigh, NS as to cooking method, skin not eaten",135
"Chicken thigh, rotisserie, skin eaten",135
"Chicken thigh, rotisserie, skin not eaten",135
"Chicken thigh, sauteed, skin eaten",135
"Chicken thigh, sauteed, skin not eaten",135
"Chicken thigh, stewed, skin eaten",135
"Chicken thigh, stewed, skin not eaten",135
Chicken with gravy,244
Chicken with mole sauce,244
"Chicken, canned, meat only",205
"Chicken, chicken roll, roasted",135
"Chicken, for use with vegetables",14
"Chicken, ground",130
"Chicken, meatless, breaded, fried",168
"Chicken, meatless, NFS",168
"Chicken, NS as to part and cooking method, NS as to skin eaten",135
"Chicken, NS as to part and cooking method, skin eaten",135
"Chicken, NS as to part and cooking method, skin not eaten",135
"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",135
"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",135
"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",135
"Chicken, NS as to part, baked, coated, skin / coating eaten",135
"Chicken, NS as to part, baked, coated, skin / coating not eaten",135
"Chicken, NS as to part, fried, coated, skin / coating eaten",135
"Chicken, NS as to part, fried, coated, skin / coating not eaten",135
"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",165
"Chicken, NS as to part, grilled with sauce, skin eaten",165
"Chicken, NS as to part, grilled with sauce, skin not eaten",165
"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",135
"Chicken, NS as to part, grilled without sauce, skin eaten",135
"Chicken, NS as to part, grilled without sauce, skin not eaten",135
"Chicken, NS as to part, rotisserie, NS as to skin eaten",135
"Chicken, NS as to part, rotisserie, skin eaten",135
"Chicken, NS as to part, rotisserie, skin not eaten",135
"Chicken, NS as to part, sauteed, skin eaten",135
"Chicken, NS as to part, sauteed, skin not eaten",135
"Chicken, NS as to part, stewed, NS as to skin eaten",135
"Chicken, NS as to part, stewed, skin eaten",135
"Chicken, NS as to part, stewed, skin not eaten",135
"Chicken, prepackaged or deli, luncheon meat",140
"Chicken, prepackaged or deli, luncheon meat, reduced sodium",140
Chickpea flour,85
"Chickpeas, from canned, fat added",185
"Chickpeas, from canned, no added fat",180
"Chickpeas, from canned, reduced sodium",185
"Chickpeas, from dried, fat added",185
"Chickpeas, from dried, no added fat",180
"Chickpeas, NFS",185
Chicory beverage,240
Chilaquiles,170
"Chiles rellenos, cheese-filled",176
"Chiles rellenos, filled with meat and cheese",176
Chili con carne with beans,254
Chili con carne with beans and cheese,254
Chili con carne with beans and macaroni,253
"Chili con carne with beans, canned",254
"Chili con carne with beans, from restaurant",254
"Chili con carne with beans, home recipe",254
"Chili con carne with beans, made with pork",254
Chili con carne with chicken or turkey and beans,254
Chili con carne with venison/deer and beans,254
Chili con carne without beans,254
"Chili con carne, NS as to beans",254
"Chili con carne, NS as to beans, with cheese",254
"Chili with beans, without meat",253
"Chimichanga, chicken",120
"Chimichanga, meat",120
"Chimichanga, with beans",120
"Chips, rice",30
Chitterlings,125
Chives (fresh),42
Chocolate (chopped),170
Chocolate candy,160
Chocolate candy with cereal,160
Chocolate candy with dried fruit,160
Chocolate candy with nuts,160
"Chocolate candy with nuts, other, NFS",160
"Chocolate candy, candy shell",160
"Chocolate candy, candy shell with nuts",160
"Chocolate candy, caramel filled",160
"Chocolate candy, caramel filled with nuts",160
"Chocolate candy, coconut filled",160
"Chocolate candy, cookie filled",160
"Chocolate candy, cream filled",160
"Chocolate candy, fudge",160
"Chocolate candy, nougat filled",160
"Chocolate candy, nougat filled with nuts",160
"Chocolate candy, other, NFS",160
"Chocolate candy, peanut butter filled",160
"Chocolate candy, sugar free",160
Chocolate Chips,170
Chocolate chips,225
Chocolate Chunks,170
Chocolate milk drink,248
"Chocolate milk, made from dry mix with fat free milk",248
"Chocolate milk, made from dry mix with fat free milk (Nesquik)",248
"Chocolate milk, made from dry mix with low fat milk (Nesquik)",248
"Chocolate milk, made from dry mix with non-dairy milk",248
"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",248
"Chocolate milk, made from dry mix with reduced fat milk",248
"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",248
"Chocolate milk, made from dry mix with whole milk",248
"Chocolate milk, made from dry mix with whole milk (Nesquik)",248
"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",248
"Chocolate milk, made from light syrup with fat free milk",248
"Chocolate milk, made from light syrup with low fat milk",248
"Chocolate milk, made from light syrup with reduced fat milk",248
"Chocolate milk, made from light syrup with whole milk",248
"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",248
"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",248
"Chocolate milk, made from sugar free syrup with whole milk",248
"Chocolate milk, made from syrup with fat free milk",248
"Chocolate milk, made from syrup with low fat milk",248
"Chocolate milk, made from syrup with non-dairy milk",248
"Chocolate milk, made from syrup with reduced fat milk",248
"Chocolate milk, made from syrup with whole milk",248
"Chocolate milk, made from syrup, NS as to type of milk",248
"Chocolate milk, NFS",248
"Chocolate milk, ready to drink, fat free",248
"Chocolate milk, ready to drink, low fat",248
"Chocolate milk, ready to drink, low fat (Nesquik)",248
"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",248
"Chocolate milk, ready to drink, reduced fat",248
"Chocolate milk, ready to drink, reduced sugar, NS as to milk",248
"Chocolate milk, ready to drink, whole",248
Chocolate syrup,320
"Chocolate syrup, light",240
Chopped Almonds,113
Chopped Caramel,156
Chopped Celery,142
Chopped Cherries,160
Chopped Figs (dried),149
Chopped Hazelnuts,113
Chopped Nuts,113
Chopped Toffee,156
Chopped Walnuts,113
Chorizo,140
Chow fun noodles with meat and vegetables,152
"Chow fun noodles with vegetables, meatless",152
"Chow mein or chop suey, meatless, no noodles",220
"Chow mein or chop suey, meatless, with noodles",220
"Chow mein or chop suey, NS as to type of meat, no noodles",220
"Chow mein or chop suey, NS as to type of meat, with noodles",220
"Chow mein or chop suey, various types of meat, with noodles",220
"Christophine, cooked",165
Chutney,313
"Cilantro, raw",16
Cinnamon Sweet Bits,140
Cinnamon-Sugar,200
"Clam chowder, Manhattan",240
"Clam chowder, New England, NS as to prepared with water or milk",244
"Clam chowder, New England, prepared with milk",248
"Clam chowder, New England, prepared with water",244
"Clam chowder, New England, reduced sodium, canned or ready-to-serve",251
"Clam chowder, NS as to Manhattan or New England style",244
"Clams, baked or broiled",135
"Clams, canned",225
"Clams, fried",135
"Clams, NFS",135
"Clams, raw",225
"Clams, steamed or boiled",135
"Classic mixed vegetables, canned, cooked with butter or margarine",185
"Classic mixed vegetables, canned, cooked with oil",185
"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",185
"Classic mixed vegetables, canned, cooked, no added fat",180
"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine",185
"Classic mixed vegetables, canned, reduced sodium, cooked with oil",185
"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",185
"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",180
"Classic mixed vegetables, cooked, from restaurant",185
"Classic mixed vegetables, frozen, cooked with butter or margarine",185
"Classic mixed vegetables, frozen, cooked with oil",185
"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",185
"Classic mixed vegetables, frozen, cooked, no added fat",180
"Classic mixed vegetables, NS as to form, cooked",185
"Clementine, raw",200
"Cobb salad, no dressing",105
"Cobbler, apple",250
"Cobbler, berry",250
"Cobbler, cherry",250
"Cobbler, peach",250
Cocoa,120
Cocoa (unsweetened),120
Cocoa Powder,120
Coconut (shredded),85
"Coconut (sweetened, shredded)",85
Coconut (toasted),85
"Coconut (unsweetened, desiccated)",85
"Coconut (unsweetened, large flakes)",60
"Coconut (unsweetened, shredded)",53
Coconut cream (unsweetened),284
Coconut Flour,128
Coconut milk,244
Coconut milk (evaporated),242
Coconut Milk Powder,114
"Coconut milk; canned, well shaken",241
Coconut oil,226
Coconut sugar,154
"Coconut, fresh",85
"Coconut, packaged",85
"Codfish salad, Puerto Rican style, Serenata",145
"Codfish with starchy vegetables, Puerto Rican style",173
"Codfish, rice, and vegetable soup, Puerto Rican style",245
"Coffee and chicory, brewed",240
"Coffee and chicory, brewed, decaffeinated",240
"Coffee creamer, liquid",240
"Coffee creamer, liquid, fat free",240
"Coffee creamer, liquid, fat free, flavored",240
"Coffee creamer, liquid, fat free, sugar free, flavored",240
"Coffee creamer, liquid, flavored",240
"Coffee creamer, liquid, sugar free, flavored",240
"Coffee creamer, NFS",240
"Coffee creamer, powder",94
"Coffee creamer, powder, fat free",94
"Coffee creamer, powder, flavored",94
"Coffee creamer, soy, liquid",240
"Coffee creamer,powder, fat free, flavored",94
"Coffee creamer,powder, sugar free, flavored",94
Coffee substitute,240
"Coffee, brewed",240
"Coffee, brewed, blend of regular and decaffeinated",240
"Coffee, brewed, decaffeinated",240
"Coffee, brewed, flavored",240
"Coffee, cafe con leche",248
"Coffee, cafe con leche, decaffeinated",248
"Coffee, Cafe Mocha",248
"Coffee, Cafe Mocha, decaffeinated",248
"Coffee, Cafe Mocha, decaffeinated, nonfat",248
"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",248
"Coffee, Cafe Mocha, nonfat",248
"Coffee, Cafe Mocha, with non-dairy milk",248
"Coffee, Cappuccino",240
"Coffee, Cappuccino, decaffeinated",240
"Coffee, Cappuccino, decaffeinated, nonfat",240
"Coffee, Cappuccino, decaffeinated, with non-dairy milk",240
"Coffee, Cappuccino, nonfat",240
"Coffee, Cappuccino, with non-dairy milk",240
"Coffee, Cuban",248
"Coffee, decaffeinated, pre-lightened",240
"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",240
"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",248
"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",240
"Coffee, decaffeinated, pre-sweetened with sugar",248
"Coffee, espresso",60
"Coffee, espresso, decaffeinated",60
"Coffee, Iced Cafe Mocha",248
"Coffee, Iced Cafe Mocha, decaffeinated",248
"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",248
"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",248
"Coffee, Iced Cafe Mocha, nonfat",248
"Coffee, Iced Cafe Mocha, with non-dairy milk",248
"Coffee, Iced Latte",240
"Coffee, Iced Latte, decaffeinated",240
"Coffee, Iced Latte, decaffeinated, flavored",248
"Coffee, Iced Latte, decaffeinated, nonfat",240
"Coffee, Iced Latte, decaffeinated, nonfat, flavored",248
"Coffee, Iced Latte, decaffeinated, with non-dairy milk",240
"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",248
"Coffee, Iced Latte, flavored",248
"Coffee, Iced Latte, nonfat",240
"Coffee, Iced Latte, nonfat, flavored",248
"Coffee, Iced Latte, with non-dairy milk",240
"Coffee, Iced Latte, with non-dairy milk, flavored",248
"Coffee, instant, 50% less caffeine, reconstituted",240
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",240
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",248
"Coffee, instant, decaffeinated, reconstituted",240
"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",240
"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",248
"Coffee, instant, pre-sweetened with sugar, reconstituted",248
"Coffee, instant, reconstituted",240
"Coffee, Latte",240
"Coffee, Latte, decaffeinated",240
"Coffee, Latte, decaffeinated, flavored",248
"Coffee, Latte, decaffeinated, nonfat",240
"Coffee, Latte, decaffeinated, nonfat, flavored",248
"Coffee, Latte, decaffeinated, with non-dairy milk",240
"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",248
"Coffee, Latte, flavored",248
"Coffee, Latte, nonfat",240
"Coffee, Latte, nonfat, flavored",248
"Coffee, Latte, with non-dairy milk",240
"Coffee, Latte, with non-dairy milk, flavored",248
"Coffee, macchiato",60
"Coffee, macchiato, sweetened",62
"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",240
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",240
"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",248
"Coffee, NS as to brewed or instant",240
"Coffee, NS as to brewed or instant, decaffeinated",240
"Coffee, NS as to type",240
"Coffee, pre-lightened",240
"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",240
"Coffee, pre-lightened and pre-sweetened with sugar",248
"Coffee, pre-sweetened with low calorie sweetener",240
"Coffee, pre-sweetened with sugar",248
"Coffee, Turkish",248
Coleslaw,220
Coleslaw dressing,250
"Coleslaw dressing, light",269
"Coleslaw, fast food / restaurant",220
"Coleslaw, with fruit",220
"Collards, canned, cooked with butter or margarine",175
"Collards, canned, cooked with oil",175
"Collards, canned, cooked, no added fat",170
"Collards, fresh, cooked with butter or margarine",135
"Collards, fresh, cooked with oil",135
"Collards, fresh, cooked, fat added, NS as to fat type",135
"Collards, fresh, cooked, no added fat",130
"Collards, frozen, cooked with butter or margarine",175
"Collards, frozen, cooked with oil",175
"Collards, frozen, cooked, fat added, NS as to fat type",175
"Collards, frozen, cooked, no added fat",170
"Collards, NS as to form, cooked",135
"Collards, raw",36
Condensed Milk,312
Confectioners sugar,132.2
Confectioners' sugar (unsifted),132.2
Congee,249
"Congee, with meat, poultry, and/or seafood",249
"Congee, with meat, poultry, and/or seafood, and vegetables",249
"Congee, with vegetables",249
Cookie crumbs,85
"Cookie, animal",64
"Cookie, batter or dough, raw",250
"Cookie, butter or sugar",85
"Cookie, chocolate chip",81
Corn,152
Corn (Fresh),152
Corn (frozen),152
Corn (popped),5.25
Corn beverage,240
"Corn chips, flavored",45
"Corn chips, flavored (Fritos)",45
"Corn chips, plain",45
"Corn chips, plain (Fritos)",45
"Corn chips, reduced sodium",45
Corn nuts,95
Corn oil,224
"Corn pone, baked",89
Corn Starch,112
Corn syrup,312
"Corn, canned, cooked with butter or margarine",170
"Corn, canned, cooked with oil",170
"Corn, canned, cooked, fat added, NS as to fat type",170
"Corn, canned, cooked, no added fat",165
"Corn, canned, reduced sodium, cooked with butter or margarine",170
"Corn, canned, reduced sodium, cooked with oil",170
"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",170
"Corn, canned, reduced sodium, cooked, no added fat",165
"Corn, cooked, from restaurant",170
"Corn, creamed",250
"Corn, fresh, cooked with butter or margarine",170
"Corn, fresh, cooked with oil",170
"Corn, fresh, cooked, fat added, NS as to fat type",170
"Corn, fresh, cooked, no added fat",165
"Corn, frozen, cooked with butter or margarine",170
"Corn, frozen, cooked with oil",170
"Corn, frozen, cooked, fat added, NS as to fat type",170
"Corn, frozen, cooked, no added fat",165
"Corn, NS as to form, cooked",170
"Corn, raw",150
"Corn, scalloped or pudding",214
Cornbread stuffing,200
"Cornbread, made from home recipe",89
"Cornbread, prepared from mix",89
Corned beef hash,220
"Corned beef with tomato sauce and onion, Puerto Rican style",235
"Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",162
"Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",162
Cornflour,112
"Cornish game hen, cooked, skin eaten",140
"Cornish game hen, cooked, skin not eaten",140
"Cornish game hen, roasted, skin eaten",140
"Cornish game hen, roasted, skin not eaten",140
Cornmeal (whole),138
"Cornmeal (yellow, Quaker)",156
Cornmeal beverage,248
Cornmeal beverage with chocolate milk,248
Cornmeal dressing with chicken or turkey and vegetables,161
"Cornmeal mush, fat added",240
"Cornmeal mush, no added fat",240
"Cornmeal mush, NS as to fat",240
Cornstarch,112
"Cottage cheese, farmer's",210
Cottonseed oil,224
Courgette (grated),121
Courgette (shredded),121
"Couscous, plain, cooked",160
Crab,135
Crab salad,208
Crab salad made with imitation crab,208
"Crab, canned",135
"Crabs in tomato-based sauce, Puerto Rican style",170
Cracked wheat,149
Cracker chips,30
"Crackers, butter (Ritz)",50
"Crackers, butter, flavored",50
"Crackers, butter, plain",50
"Crackers, butter, reduced fat",50
"Crackers, butter, reduced sodium",50
"Crackers, cheese",50
"Crackers, cheese (Cheez-It)",50
"Crackers, cheese (Goldfish)",50
"Crackers, cheese, reduced fat",50
"Crackers, cheese, reduced sodium",50
"Crackers, cheese, whole grain",50
"Crackers, gluten free, flavored",50
"Crackers, gluten free, plain",50
"Crackers, multigrain",50
"Crackers, NFS",50
"Crackers, oyster",50
"Crackers, rice",40
"Crackers, rice and nuts",50
"Crackers, saltine",50
"Crackers, saltine, multigrain",50
"Crackers, saltine, reduced fat",50
"Crackers, saltine, reduced sodium",50
"Crackers, sandwich",70
"Crackers, sandwich, cheese filled",70
"Crackers, sandwich, cheese filled (Ritz)",70
"Crackers, sandwich, peanut butter filled",70
"Crackers, sandwich, peanut butter filled (Ritz)",70
"Crackers, sandwich, reduced fat, peanut butter filled",70
"Crackers, water",60
"Crackers, wheat",50
"Crackers, wheat, flavored (Wheat Thins)",50
"Crackers, wheat, plain (Wheat Thins)",50
"Crackers, wheat, reduced fat",50
"Crackers, wheat, reduced sodium",50
"Crackers, whole grain, sandwich, peanut butter filled",70
"Crackers, wonton",50
"Crackers, woven wheat",70
"Crackers, woven wheat, flavored (Triscuit)",70
"Crackers, woven wheat, plain (Triscuit)",70
"Crackers, woven wheat, reduced fat",70
"Crackers, woven wheat, reduced sodium",70
Cranberries (dried),114
Cranberries (fresh or frozen),99
"Cranberries, dried",160
"Cranberries, raw",100
Cranberry sauce,280
"Crayfish, cooked",135
"Crayfish, fried",135
Cream,232
Cream cheese,227
"Cream cheese spread, fat free",240
"Cream cheese, light",240
"Cream cheese, regular, flavored",240
"Cream cheese, regular, plain",240
Cream of coconut,284
Cream of rice,240
"Cream of wheat, instant, made with water, fat added",240
"Cream of wheat, instant, made with water, no added fat",240
"Cream of wheat, NFS",240
"Cream of wheat, regular or quick, made with water, fat added",240
"Cream of wheat, regular or quick, made with water, no added fat",240
"Cream sauce, for use with vegetables",60
"Cream, half and half",240
"Cream, half and half, fat free",240
"Cream, half and half, flavored",240
"Cream, heavy",240
"Cream, light",240
"Cream, NS as to light, heavy, or half and half",240
"Cream, whipped",40
Creamed chipped or dried beef,246
Creamy Italian dressing,240
"Creamy Italian dressing, fat free",240
"Creamy Italian dressing, light",240
Creme brulee,260
Creme fraiche,248
"Cress, cooked",140
"Cress, raw",50
"Crisp, apple",250
"Crisp, berry",250
"Crisp, cherry",250
"Crisp, peach",250
Croutons,40
Crushed Pineapple,256
Crystallised fruit,170
Crystallized ginger,184
Cucumber and vegetable namasu,155
Cucumber salad made with cucumber and vinegar,159
"Cucumber salad, made with Italian dressing",159
"Cucumber salad, made with sour cream dressing",133
"Cucumber, cooked",185
"Cucumber, raw",120
Currants,142
"Currants, dried",160
Custard,260
"Daikon radish, cooked",155
Dal,240
"Dandelion greens, cooked",110
"Dandelion greens, raw",55
Dark Brown Sugar,213
Dark chocolate candy,160
Dark chocolate candy with nuts,160
"Dark chocolate candy with nuts, other, NFS",160
"Dark chocolate candy, other, NFS",160
"Dark-green leafy vegetable soup with meat, Asian style",228
"Dark-green leafy vegetable soup, meatless, Asian style",226
"Dasheen, cooked",160
Date,160
Dates (chopped),149
Demarara Sugar,213
Demerara sugar,220
Desiccated coconut,85
Diamond Crystal Kosher Salt,128
Diamond Crystal Salt,128
Diced Leeks,92
Diced Peaches,170
Diced Pears,163
Diced Pineapple,170
Dirty rice,198
DME,144
Double Cream,232
"Doughnut, NFS",60
"Dove, cooked, NS as to cooking method",140
"Dove, fried",140
Dragon fruit,180
Drained Pineapple,256
Dressing with chicken or turkey and vegetables,161
Dressing with meat and vegetables,161
Dressing with oysters,161
Dried Blueberry Powder,112
Dried Fruit,170
Dried Malt Extract,144
Dried milk,112
Dried nonfat milk,112
Dried potato flakes,86
Dried Rice,198
Dried whole milk,100
Dried Yeast,144
"Duck egg, cooked",135
"Duck, cooked, skin eaten",140
"Duck, cooked, skin not eaten",140
"Duck, pressed, Chinese",140
"Duck, roasted, skin eaten",140
"Duck, roasted, skin not eaten",140
"Dukboki or Tteokbokki, Korean",250
Dulce de leche,300
"Dumpling, no meat",75
Durum Flour,124
Easy Roll Dough Improver,144
"Edamame, cooked",160
Egg (fresh),50
"Egg casserole with bread, cheese, milk and meat",164
Egg drop soup,244
"Egg foo yung, NFS",175
"Egg omelet or scrambled egg, from fast food / restaurant",135
"Egg omelet or scrambled egg, made with animal fat or meat drippings",135
"Egg omelet or scrambled egg, made with butter",135
"Egg omelet or scrambled egg, made with cooking spray",135
"Egg omelet or scrambled egg, made with margarine",135
"Egg omelet or scrambled egg, made with oil",135
"Egg omelet or scrambled egg, no added fat",135
"Egg omelet or scrambled egg, NS as to fat",135
"Egg omelet or scrambled egg, NS as to fat type",135
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings",135
"Egg omelet or scrambled egg, with cheese and meat, made with butter",135
"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray",135
"Egg omelet or scrambled egg, with cheese and meat, made with margarine",135
"Egg omelet or scrambled egg, with cheese and meat, made with oil",135
"Egg omelet or scrambled egg, with cheese and meat, no added fat",135
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",135
"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type",135
"Egg omelet or scrambled egg, with cheese and tomatoes, fat added",135
"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat",135
"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added",135
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat",135
"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings",135
"Egg omelet or scrambled egg, with cheese, made with butter",135
"Egg omelet or scrambled egg, with cheese, made with cooking spray",135
"Egg omelet or scrambled egg, with cheese, made with margarine",135
"Egg omelet or scrambled egg, with cheese, made with oil",135
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",135
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",135
"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",135
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",135
"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with cheese, no added fat",135
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",135
"Egg omelet or scrambled egg, with meat and tomatoes, fat added",135
"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",135
"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added",135
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",135
"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat",135
"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings",135
"Egg omelet or scrambled egg, with meat, made with butter",135
"Egg omelet or scrambled egg, with meat, made with cooking spray",135
"Egg omelet or scrambled egg, with meat, made with margarine",135
"Egg omelet or scrambled egg, with meat, made with oil",135
"Egg omelet or scrambled egg, with meat, no added fat",135
"Egg omelet or scrambled egg, with meat, NS as to fat",135
"Egg omelet or scrambled egg, with meat, NS as to fat type",135
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added",135
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat",135
"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat",135
